	poa_global	module_temp	ambient_temp	Date	Month
2467	4.585917900921829	36.93438042922418	36.7	2020-07-09	7
2468	8.254652221659292	29.812395246666018	29.4	2020-07-10	7
2469	95.53275261553426	35.594908771718494	30.6	2020-07-10	7
2470	300.04819526303254	47.035081506703825	31.7	2020-07-10	7
2471	527.3063644337357	61.00450498188891	32.8	2020-07-10	7
2472	712.8745590316069	72.27248813160364	35.0	2020-07-10	7
2473	869.8032939330974	83.69449423216618	36.1	2020-07-10	7
2474	950.5385096669216	87.49869505277395	37.8	2020-07-10	7
2475	968.3468540962256	86.67776674654428	38.3	2020-07-10	7
2476	905.9725370329569	88.45855968691166	40.0	2020-07-10	7
2477	780.6706000038648	79.60162429723636	40.6	2020-07-10	7
2478	517.5536294826302	65.6942617029315	41.1	2020-07-10	7
2479	271.1450398517738	52.8848716146239	40.0	2020-07-10	7
2480	51.36228049032448	35.235283951089706	33.3	2020-07-10	7
2481	20.178038764056048	32.59560556827216	31.7	2020-07-10	7
2482	5.503101481106194	32.44425606407423	32.2	2020-07-10	7
2483	9.171835801843658	27.658216940740022	27.2	2020-07-11	7
2484	87.22583635817782	32.36058349851315	27.8	2020-07-11	7
2485	273.55938025332784	43.06678874748491	29.4	2020-07-11	7
2486	487.7893576453207	57.1908236573138	31.1	2020-07-11	7
2487	694.0374857909595	74.58452155202554	32.8	2020-07-11	7
2488	835.2962624918096	78.67327973155858	35.0	2020-07-11	7
2489	932.8820469476535	82.20597582195239	35.6	2020-07-11	7
2490	967.2492867474389	79.03151863011664	36.1	2020-07-11	7
2491	903.4494656650106	77.72247867039962	36.7	2020-07-11	7
2492	785.3455128752062	71.87362977482023	37.8	2020-07-11	7
2493	603.0421754654612	69.12071833371964	38.3	2020-07-11	7
2494	359.9084770020858	56.69446434577712	38.3	2020-07-11	7
2495	151.08206512863498	45.47945278851086	38.3	2020-07-11	7
2496	60.534116292168136	40.89382166575909	37.8	2020-07-11	7
2497	5.503101481106194	36.9943492883997	36.7	2020-07-11	7
2498	3.668734320737463	29.62087612186942	29.4	2020-07-12	7
2499	79.48830426291201	34.94949564476681	30.6	2020-07-12	7
2500	282.17840066317876	49.18854846520205	32.2	2020-07-12	7
2501	498.92783685702966	61.20067616343786	33.9	2020-07-12	7
2502	713.0395349267327	75.69641254455357	35.6	2020-07-12	7
2503	876.9621446640995	81.01226613237199	37.2	2020-07-12	7
2504	953.7514176574368	91.08802534232379	38.9	2020-07-12	7
2505	990.9384205453017	93.12284931551763	38.9	2020-07-12	7
2506	945.6149695611849	89.42917798245006	41.1	2020-07-12	7
2507	815.0662828322978	81.65700070164479	40.0	2020-07-12	7
2508	633.3457707031961	72.0296884606279	41.1	2020-07-12	7
2509	384.7707937585433	59.890432225491764	41.1	2020-07-12	7
2510	140.06618524605008	47.158604520844754	40.0	2020-07-12	7
2511	46.77636258940265	41.8456917382793	39.4	2020-07-12	7
2512	1.8343671603687315	38.39811642946656	38.3	2020-07-12	7
2513	5.503101481106194	27.03131418280413	26.7	2020-07-13	7
2514	78.00587751379726	33.16837919941362	28.9	2020-07-13	7
2515	281.30417688679086	45.80792646693199	31.1	2020-07-13	7
2516	507.5887445940192	60.34221492787553	34.4	2020-07-13	7
2517	722.6515324902674	74.98367501937244	37.2	2020-07-13	7
2518	873.0202414765338	86.67052137803836	38.9	2020-07-13	7
2519	987.564322950424	95.7382231251614	41.7	2020-07-13	7
2520	714.554152381175	79.06030529718285	41.7	2020-07-13	7
2521	534.4830889014271	70.14532970103934	42.2	2020-07-13	7
2522	528.7709288165081	69.34667067853168	41.7	2020-07-13	7
2523	457.62337380634267	66.17730882256737	41.7	2020-07-13	7
2524	361.1719997842654	61.96285762591551	42.2	2020-07-13	7
2525	167.4982712724934	49.85760994549861	41.1	2020-07-13	7
2526	56.86538197143068	43.711599039836884	40.6	2020-07-13	7
2527	5.503101481106194	39.73131418280413	39.4	2020-07-13	7
2528	7.337468641474926	29.80149665030153	29.4	2020-07-14	7
